@relation posTagger.txt

@attribute prob_word numeric
@attribute index_word numeric
@attribute tag {LPREP,ART,N,PREP+ART,',',VLIG,ADV,ADJ,CONJCOORD,PREP,VTD,PR,VBI,LADV,PPS,VAUX,),CONJSUB,VINT,:,LDEN,PPR,NP,PPOA,PREP+PPR,PAPASS,PD,-,VTI,PIND,PREP+PD,NC,NO,(,RES,PPOT,VAUX+PPOA,VLIG+PPOA,LCONJ,],;,VTD+PPOA,PREP+PREP,ORD,LP,PTRA,PINT,PDEN,PREAL,VBI+PPOA,...,AUX,PREP+ADV,VTI+PPOA}

@data
0.000039,0.746079,N
0.000335,0.991953,VLIG
0.000014,0.702126,ART
0.000036,0.340271,N
0.000111,0.402758,PREP
0.000018,0.861869,ADJ
0.000011,0.947097,N
0.000014,0.483815,CONJCOORD
0.000007,0.964981,N
0.000018,0.373005,PREP+ART
0.000011,0.173967,ART
0.0003,0.76809,VAUX
0.000014,0.887903,VAUX
0.000018,0.987044,PREP+ART
0.000011,0.829595,CONJSUB
0.000004,0.712936,VINT
0.000096,0.499101,PREP
0.000032,0.962295,ART
0.000036,0.406764,PREP
0.00026,0.941206,ADJ
0.000061,0.271457,ART
0.000004,0.453236,PREP+ART
0.0003,0.76809,VAUX
0.000014,0.446076,VBI
0.000018,0.495564,PREP
0.000004,0.098028,:
0.000011,0.406104,PREP
0.000011,0.964607,ADJ
0.00106,0.741273,PREP
0.000025,0.702448,ART
0.000007,0.358119,N
0.001327,0.466532,CONJCOORD
0.000007,0.224011,ART
0.000011,0.854726,N
0.000004,0.401689,PREP
0.000004,0.453236,PREP+ART
0.000118,0.01273,)
0.000011,0.406104,PREP
0.000007,0.216191,ART
0.000004,0.498275,PREP
0.000021,0.862095,N
0.001281,0.040885,','
0.000203,0.777214,LDEN
0.0002,0.535467,LDEN
0.000004,0.663605,N
0.000004,0.498275,PREP
0.000004,0.940145,N
0.000043,0.515576,ADJ
0.000004,0.663692,N
0.000417,0.989103,VLIG
0.000007,0.219927,ART
0.000025,0.452168,PREP+ART
0.000021,0.779134,PREP
0.000014,0.91651,PPS
0.000335,0.991953,VLIG
0.000025,0.70137,ART
0.000064,0.286464,N
0.000835,0.407251,PREP
0.000014,0.433389,LPREP
0.000011,0.594296,N
0.000007,0.94708,N
0.00005,0.386969,PREP
0.000018,0.244841,N
0.00046,0.045299,','
0.000004,0.373474,PREP+ART
0.000004,0.691725,N
0.000703,0.028572,','
0.00051,0.470859,CONJCOORD
0.000004,0.928875,ADV
0.000004,0.35805,N
0.000014,0.027859,','
0.000014,0.433389,LPREP
0.000029,0.399161,PREP
0.000025,0.908211,PREP
0.000011,0.169058,LADV
0.0002,0.305269,LADV
0.001424,0.829465,CONJSUB
0.000025,0.702448,ART
0.000114,0.990207,VLIG
0.000025,0.39532,LADV
0.000004,0.976573,ADJ
0.00319,0.0386,','
0.000025,0.702448,ART
0.000004,0.391948,PREP
0.000392,0.74136,PREP
0.000004,0.724502,ART
0.000025,0.282458,ADV
0.000029,0.454053,PREP+ART
0.000004,0.818872,PR
0.000004,0.719315,N
0.000025,0.22137,PREP
0.000029,0.216034,PREP
0.000018,0.491749,PPR
0.000025,0.282458,ADV
0.000029,0.454053,PREP+ART
0.000018,0.574423,N
0.00005,0.255885,PREP+ART
0.000004,0.636997,ADV
0.000011,0.570686,N
0.000004,0.039303,','
0.000007,0.435327,ADJ
0.000389,0.096933,:
0.000046,0.220023,ART
0.000043,0.640377,N
0.000007,0.460736,PREP+ART
0.000025,0.282458,ADV
0.000029,0.454053,PREP+ART
0.000004,0.818585,PR
0.000025,0.026156,','
0.000004,0.376741,VBI
0.000004,0.719315,N
0.000004,0.979492,ADJ
0.000007,0.435327,ADJ
0.000036,0.340271,N
0.000111,0.402758,PREP
0.000018,0.861869,ADJ
0.000011,0.947097,N
0.000014,0.483815,CONJCOORD
0.000007,0.964981,N
0.000018,0.373005,PREP+ART
0.000004,0.097733,:
0.000004,0.819524,ADJ
0.000011,0.245883,N
0.000835,0.407251,PREP
0.000018,0.9557,ART
0.000064,0.286464,N
0.000835,0.407251,PREP
0.000007,0.12952,PREP
0.000032,0.706967,ART
0.000011,0.799051,N
0.000057,0.375811,PREP+ART
0.000018,0.972532,N
0.000385,0.47231,CONJCOORD
0.000007,0.460736,PREP+ART
0.000018,0.707992,ART
0.000046,0.88978,N
0.000025,0.580514,ADJ
0.000004,0.375994,PREP+ART
0.000011,0.982473,NP
0.000678,0.026112,','
0.000614,0.472241,CONJCOORD
0.000011,0.46064,PREP+ART
0.002076,0.042918,','
0.000143,0.478245,CONJCOORD
0.000004,0.030014,','
0.000039,0.375916,PREP+ART
0.000004,0.588074,ADJ
0.000871,0.023636,','
0.000004,0.109994,NP
0.00041,0.907577,PREP
0.000018,0.221326,ART
0.000007,0.460736,PREP+ART
0.000029,0.225549,ART
0.000039,0.934923,N
0.000039,0.934923,N
0.000111,0.045169,','
0.000032,0.879657,PREP+ART
0.000128,0.22316,ART
0.000396,0.941909,ADJ
0.000004,0.724502,ART
0.000018,0.373005,PREP+ART
0.000178,0.399708,PREP
0.000032,0.029866,','
0.000025,0.509528,CONJCOORD
0.000075,0.032638,','
0.000007,0.779569,PREP
0.002076,0.042918,','
0.000004,0.824208,PR
0.000128,0.282432,LPREP
0.000475,0.405643,LPREP
0.000071,0.833063,CONJSUB
0.000011,0.957864,ART
0.000018,0.926181,ADV
0.000004,0.875746,PPOA
0.000004,0.719567,VBI
0.000103,0.401046,PREP
0.000086,0.029893,','
0.0001,0.509719,ADV
0.003593,0.018865,','
0.000039,0.934923,N
0.000007,0.200375,N
0.000036,0.097611,:
0.000004,0.724502,ART
0.000018,0.373005,PREP+ART
0.000128,0.398987,PREP
0.000007,0.200375,N
0.000036,0.097611,:
0.000004,0.724502,ART
0.000075,0.401055,PREP
0.001274,0.011079,)
0.00319,0.0386,','
0.000032,0.705472,ART
0.000011,0.376029,PREP+ART
0.000014,0.993726,N
0.000007,0.02878,','
0.000004,0.840779,N
0.001092,0.73818,PREP
0.000004,0.203634,ART
0.000007,0.414446,PREP+PPR
0.000417,0.989103,VLIG
0.000004,0.217781,ART
0.000096,0.742299,PREP
0.000004,0.875599,PAPASS
0.00036,0.095317,:
0.002076,0.042918,','
0.000325,0.833462,PR
0.000071,0.321492,PREP
0.00442,0.026243,','
0.000011,0.40235,PREP
0.000004,0.788519,N
0.000014,0.39996,PREP
0.000043,0.665412,N
0.0001,0.707166,ART
0.000528,0.00033,?
0.000004,0.120865,CONJSUB
0.000064,0.624866,ADV
0.000021,0.87705,PAPASS
0.000014,0.86823,VTD
0.000881,0.039373,','
0.000649,0.69766,ADV
0.000004,0.874434,PPOA
0.00045,0.221561,LPREP
0.000203,0.746783,LPREP
0.000064,0.374612,LPREP
0.000878,0.037035,','
0.000004,0.64686,CONJCOORD
0.000004,0.977042,LPREP
0.000004,0.323004,VAUX
0.000004,0.213349,PREP
0.000021,0.322005,VTD
0.000029,0.225549,ART
0.000039,0.934923,N
0.000011,0.178625,PREP
0.000218,0.614526,PD
0.000071,0.418808,ADV
0.000054,0.026616,','
0.000004,0.227174,ADJ
0.000086,0.478828,CONJCOORD
0.000021,0.12786,PREP
0.000207,0.231293,N
0.001074,0.318103,PREP
0.000029,0.225549,ART
0.000039,0.934923,N
0.000121,0.02122,','
0.000086,0.478828,CONJCOORD
0.000007,0.152782,PD
0.000032,0.029866,','
0.000025,0.509528,CONJCOORD
0.001231,0.038556,','
0.000043,0.222352,ART
0.000032,0.790622,N
0.00041,0.907577,PREP
0.000004,0.468287,CONJCOORD
0.00041,0.907577,PREP
0.000004,0.418139,VTD
0.000439,0.829743,CONJSUB
0.00031,0.480748,CONJCOORD
0.001424,0.829465,CONJSUB
0.000004,0.259396,N
0.000007,0.777127,PREP
0.000014,0.863859,N
0.000029,0.225549,ART
0.000039,0.934923,N
0.000878,0.037035,','
0.000086,0.646113,CONJCOORD
0.00005,0.02076,','
0.000178,0.443643,LPREP
0.000021,0.037757,','
0.000029,0.225549,ART
0.000039,0.934923,N
0.000082,0.120178,PREP
0.00319,0.0386,','
0.000029,0.705872,ART
0.000039,0.375473,PREP+ART
0.000039,0.934923,N
0.00051,0.470859,CONJCOORD
0.002076,0.042918,','
0.000004,0.824425,CONJSUB
0.000004,0.298204,VTD
0.000004,0.216981,ART
0.001092,0.73818,PREP
0.000018,0.221326,ART
0.000004,0.977042,LPREP
0.00319,0.0386,','
0.000014,0.198533,NP
0.000004,0.662979,VTD
0.000086,0.021898,','
0.000128,0.282432,LPREP
0.000011,0.407998,LPREP
0.000004,0.53929,N
0.002076,0.042918,','
0.000107,0.826545,CONJSUB
0.000021,0.940224,N
0.000004,0.48266,CONJCOORD
0.000011,0.917352,ADJ
0.000011,0.036966,','
0.00025,0.729768,CONJCOORD
0.000089,0.692802,ADV
0.000004,0.238653,VTD
0.000039,0.826954,CONJSUB
0.000004,0.519226,PD
0.000014,0.433389,LPREP
0.000007,0.790613,N
0.000175,0.037957,','
0.00442,0.026243,','
0.000599,0.407259,PREP
0.000043,0.958359,ART
0.000057,0.515437,ADJ
0.000018,0.044552,','
0.000018,0.862017,ADJ
0.000018,0.37927,PREP+ART
0.000282,0.111271,ADV
0.001256,0.023549,','
0.000004,0.53929,N
0.001092,0.73818,PREP
0.000029,0.225549,ART
0.000039,0.934923,N
0.000032,0.029866,','
0.000025,0.509528,CONJCOORD
0.00319,0.0386,','
0.001424,0.829465,CONJSUB
0.000011,0.406104,PREP
0.000004,0.576899,ADV
0.000118,0.702926,ART
0.000054,0.423266,N
0.000004,0.362221,N
0.000007,0.019873,','
0.000004,0.238419,VTD
0.000039,0.826954,CONJSUB
0.000004,0.576899,ADV
0.000004,0.548041,ADJ
0.000007,0.030579,','
0.000125,0.209543,ART
0.000086,0.002563,?
0.000004,0.253939,PREP+ART
0.000057,0.375811,PREP+ART
0.000029,0.972375,N
0.000004,0.53929,N
0.000021,0.828031,CONJSUB
0.000004,0.259396,N
0.000054,0.407737,PREP
0.000007,0.82161,CONJSUB
0.000004,0.48266,CONJCOORD
0.000007,0.917387,ADJ
0.000004,0.029814,','
0.000004,0.494947,PREP
0.000007,0.348274,N
0.000763,0.320137,PREP
0.001466,0.823061,CONJSUB
0.000125,0.209543,ART
0.000021,0.003658,?
0.000007,0.698086,ADV
0.000004,0.93998,VAUX
0.000007,0.109481,LPREP
0.000178,0.443643,LPREP
0.000004,0.693854,ADV
0.000004,0.809687,VTD
0.001424,0.829465,CONJSUB
0.000029,0.399161,PREP
0.000032,0.223168,ART
0.000007,0.819202,N
0.000004,0.043709,','
0.000064,0.241139,ADV
0.000021,0.640543,ADV
0.000029,0.225549,ART
0.000039,0.934923,N
0.001281,0.040885,','
0.000004,0.779534,LPREP
0.000004,0.977042,LPREP
0.000086,0.021898,','
0.000128,0.282432,LPREP
0.000475,0.405643,LPREP
0.000025,0.454905,PREP+ART
0.00051,0.000322,?
0.000439,0.829743,CONJSUB
0.000004,0.724502,ART
0.000075,0.401055,PREP
0.000114,0.107656,LDEN
0.000178,0.443643,LDEN
0.000086,0.021898,','
0.000128,0.282432,LPREP
0.000075,0.401055,LPREP
0.000004,0.53929,N
0.003593,0.018865,','
0.000043,0.222352,ART
0.000032,0.790622,N
0.000007,0.271996,ART
0.00041,0.907577,PREP
0.000018,0.217624,ART
0.000046,0.561041,N
0.000021,0.054971,-
0.000043,0.832002,PR
0.00106,0.741273,PREP
0.000118,0.702926,ART
0.000036,0.423248,N
0.000057,0.375811,PREP+ART
0.000011,0.972541,N
0.000004,0.576899,ADV
0.000004,0.548041,ADJ
0.00041,0.042866,','
0.000011,0.917352,ADJ
0.000018,0.049097,-
0.000075,0.724485,ART
0.000004,0.53929,N
0.000007,0.04795,','
0.000025,0.454905,PREP+ART
0.000528,0.00033,?
0.000011,0.662779,VTD
0.000071,0.833063,CONJSUB
0.000692,0.02069,','
0.000011,0.25705,PREP+ART
0.001231,0.038556,','
0.000004,0.69653,ADV
0.000004,0.759722,VTD
0.000125,0.209543,ART
0.00051,0.000322,?
0.000871,0.023636,','
0.00045,0.040772,','
0.000111,0.821583,CONJSUB
0.000121,0.02122,','
0.000143,0.265609,PREP
0.000121,0.033785,','
0.000004,0.259396,N
0.000389,0.096933,:
0.000018,0.217624,ART
0.000046,0.561041,N
0.001092,0.73818,PREP
0.000068,0.226418,ART
0.000029,0.972375,N
0.000075,0.038226,','
0.000039,0.680194,LADV
0.0002,0.305269,LADV
0.001952,0.029223,','
0.000004,0.494947,PREP
0.000007,0.348274,N
0.000763,0.320137,PREP
0.000025,0.282458,ADV
0.000282,0.478367,CONJCOORD
0.000007,0.696287,ADV
0.000011,0.712858,VINT
0.000004,0.259396,N
0.000004,0.976573,ADJ
0.00045,0.040772,','
0.000007,0.771479,CONJCOORD
0.000014,0.408076,PREP
0.001135,0.831907,PR
0.000057,0.103199,LPREP
0.000011,0.746904,LPREP
0.000004,0.459059,LPREP
0.003593,0.018865,','
0.000029,0.225549,ART
0.000039,0.934923,N
0.000125,0.748173,VTI
0.000064,0.225558,PREP
0.000014,0.686459,PREP+ART
0.000018,0.61496,PD
0.00319,0.0386,','
0.000032,0.706967,ART
0.000011,0.799051,N
0.000057,0.375811,PREP+ART
0.000004,0.323004,VTI
0.000078,0.299855,LADV
0.000089,0.971411,LADV
0.000004,0.642115,LADV
0.00045,0.040772,','
0.000004,0.771835,CONJCOORD
0.000025,0.875755,CONJSUB
0.00045,0.221561,LPREP
0.000132,0.746817,LPREP
0.000075,0.401055,LPREP
0.000064,0.734374,PIND
0.000871,0.023636,','
0.000007,0.325107,ADV
0.000004,0.557156,VLIG
0.001135,0.831907,CONJSUB
0.000054,0.706923,ART
0.000086,0.029893,','
0.0001,0.509719,ADV
0.000018,0.221326,ART
0.000057,0.375811,PREP+ART
0.000071,0.972367,N
0.00046,0.045299,','
0.000025,0.88487,VLIG
0.000078,0.22004,ART
0.000004,0.284083,ADV
0.000046,0.217989,ART
0.000007,0.577395,N
0.000018,0.371267,PREP+ART
0.000011,0.460814,PREP+ART
0.000004,0.027233,','
0.000004,0.423057,ADJ
0.000032,0.100687,NP
0.000064,0.479166,CONJCOORD
0.000004,0.153051,NP
0.000004,0.112297,NP
0.000046,0.191138,NP
0.000018,0.33112,N
0.000039,0.375473,PREP+ART
0.000004,0.934932,N
0.000007,0.537048,VTD
0.000082,0.702118,ART
0.000018,0.378722,PREP+ART
0.000004,0.336551,N
0.000004,0.368547,PREP+ART
0.000004,0.278174,N
0.000375,0.224698,PREP
0.000004,0.888955,VAUX
0.000004,0.441497,VTD
0.000007,0.683079,PREP+ART
0.000004,0.30234,N
0.000011,0.633712,ADJ
0.000004,0.986531,PREP+ART
0.000039,0.934923,N
0.000004,0.109994,NP
0.000004,0.18138,NP
0.000011,0.633712,ADJ
0.000004,0.986531,PREP+ART
0.000039,0.934923,N
0.000025,0.4993,PREP
0.000021,0.940224,N
0.000021,0.940224,N
0.000014,0.40699,PREP
0.000011,0.948375,N
0.000014,0.027859,','
0.000014,0.433389,LPREP
0.000007,0.984463,LPREP
0.000107,0.538621,N
0.000599,0.407259,PREP
0.000007,0.960071,ART
0.000007,0.515446,ADJ
0.001424,0.829465,CONJSUB
0.000011,0.406104,PREP
0.000118,0.702926,ART
0.000054,0.423266,N
0.000389,0.096933,:
0.000032,0.217642,ART
0.000899,0.478393,CONJCOORD
0.000036,0.986687,PREP+ART
0.000071,0.972367,N
0.00041,0.042866,','
0.000061,0.821766,CONJSUB
0.000014,0.097559,:
0.000171,0.695566,ADV
0.000018,0.371597,PREP+ART
0.000007,0.679916,PREP+PD
0.000071,0.305764,N
0.00045,0.040772,','
0.000004,0.771835,CONJSUB
0.000036,0.827753,PR
0.000007,0.917387,VBI
0.000121,0.033785,','
0.000018,0.581505,VTD
0.000004,0.259396,N
0.000082,0.097568,:
0.000029,0.399161,PREP
0.000007,0.245518,VTD
0.000032,0.223168,ART
0.000007,0.819202,N
0.000014,0.097559,:
0.000004,0.693854,ADV
0.000018,0.721061,ART
0.000004,0.267451,N
0.000439,0.829743,CONJSUB
0.000004,0.724502,ART
0.00045,0.221561,LPREP
0.000132,0.746817,LPREP
0.000075,0.401055,LPREP
0.000004,0.976573,ADJ
0.000086,0.021898,','
0.000128,0.282432,LPREP
0.000025,0.454905,PREP+ART
0.000004,0.48266,CONJCOORD
0.000007,0.917387,ADJ
0.000004,0.53929,N
0.000004,0.456269,NC
0.000054,0.36654,PREP+ART
0.000014,0.000365,?
0.000007,0.053607,-
0.000046,0.561041,N
0.001092,0.73818,PREP
0.000068,0.226418,ART
0.000029,0.972375,N
0.000014,0.104007,ART
0.00041,0.907577,PREP
0.000018,0.217624,ART
0.000014,0.561058,N
0.000029,0.448961,PREP+ART
0.000417,0.989103,VLIG
0.0001,0.214679,PPOA
0.001077,0.403488,PREP
0.000043,0.826528,CONJSUB
0.000021,0.489638,PPR
0.000004,0.874469,PPOA
0.000599,0.407259,PREP
0.000011,0.961948,ART
0.000093,0.971281,N
0.003593,0.018865,','
0.00045,0.221561,LPREP
0.000203,0.746783,LPREP
0.000004,0.334066,N
0.000599,0.407259,PREP
0.003593,0.018865,','
0.000036,0.087079,NO
0.000103,0.657731,NC
0.000082,0.250593,N
0.00046,0.045299,','
0.000071,0.885635,VLIG
0.001017,0.822861,CONJSUB
0.001952,0.029223,','
0.000132,0.494391,PREP
0.000881,0.039373,','
0.000032,0.723173,ART
0.000011,0.681601,PREP+ART
0.000596,0.478793,CONJCOORD
0.000032,0.723173,PPOA
0.001077,0.037887,','
0.000007,0.453584,PREP+ART
0.000132,0.046777,','
0.000004,0.933576,VAUX
0.000071,0.499222,PREP
0.000004,0.975008,N
0.000007,0.348274,N
0.000763,0.320137,PREP
0.000004,0.703725,ART
0.002076,0.042918,','
0.000325,0.833462,PR
0.000032,0.99178,VLIG
0.000178,0.509024,PREP
0.000021,0.722147,ART
0.000004,0.491436,N
0.002076,0.042918,','
0.000004,0.829613,PR
0.000004,0.796818,ADV
0.000004,0.368547,PREP+ART
0.000004,0.200532,NP
0.000004,0.988191,N
0.000004,0.55733,VLIG
0.000011,0.959454,ART
0.000004,0.368547,PREP+ART
0.000004,0.492323,ADJ
0.000014,0.046968,','
0.000014,0.408076,PREP
0.000011,0.988156,N
0.000032,0.029866,','
0.000025,0.509528,CONJCOORD
0.000692,0.02069,','
0.000004,0.255129,PREP+ART
0.000011,0.508251,VTI
0.000004,0.494947,PREP
0.000007,0.348274,N
0.000203,0.318364,PREP
0.000014,0.477872,CONJCOORD
0.001163,0.011088,)
0.000011,0.988156,N
0.000692,0.02069,','
0.000004,0.255129,PREP+ART
0.000011,0.508251,VTI
0.000004,0.494947,PREP
0.000007,0.348274,N
0.001074,0.318103,PREP
0.000004,0.368547,PREP+ART
0.000007,0.200523,NP
0.000004,0.224985,PREP
0.000007,0.034098,','
0.00041,0.907577,PREP
0.000763,0.320137,PREP
0.000004,0.368547,PREP+ART
0.000253,0.992605,LDEN
0.000121,0.827727,LDEN
0.000004,0.557087,VLIG
0.00041,0.907577,PREP
0.000004,0.039303,','
0.000225,0.021568,','
0.000139,0.276332,ADV
0.000881,0.039373,','
0.000007,0.935062,VTD
0.000021,0.036697,','
0.000011,0.636676,ADV
0.000143,0.265609,PREP
0.000018,0.217624,ART
0.000007,0.561032,N
0.000004,0.368547,PREP+ART
0.000007,0.200523,NP
0.000004,0.023801,','
0.000007,0.293668,ADV
0.000004,0.435179,ADJ
0.000018,0.369285,PREP+ART
0.000011,0.28351,ADJ
0.00046,0.045299,','
0.001274,0.011079,)
0.001274,0.011079,)
0.000014,0.408076,PREP
0.001163,0.011088,)
0.001274,0.011079,)
0.00319,0.0386,','
0.000803,0.707245,ART
0.000004,0.809965,ADJ
0.000335,0.395337,PREP
0.000011,0.28351,ADJ
0.000054,0.030292,','
0.000004,0.279478,VTD
0.000007,0.200523,NP
0.000878,0.037035,','
0.000004,0.498023,PREP
0.000007,0.65203,ADJ
0.00045,0.040772,','
0.000025,0.771965,CONJCOORD
0.000004,0.005179,(
0.000004,0.072524,RES
0.000004,0.538239,ADJ
0.00031,0.480748,CONJCOORD
0.000728,0.829448,PR
0.000004,0.045986,','
0.000021,0.330495,ADJ
0.000004,0.366505,RES
0.000004,0.005162,?
0.00041,0.907577,PREP
0.000018,0.221326,ART
0.000057,0.375811,PREP+ART
0.000417,0.989103,VLIG
0.000021,0.214609,ART
0.000018,0.371267,PREP+ART
0.000011,0.460814,PREP+ART
0.000032,0.100687,NP
0.000064,0.479166,CONJCOORD
0.000004,0.153051,NP
0.000004,0.112297,NP
0.000046,0.191138,NP
0.000004,0.670522,PREP+ART
0.000025,0.463169,N
0.000004,0.38146,PREP
0.000036,0.238358,VTD
0.00045,0.221561,LPREP
0.000132,0.746817,LPREP
0.000018,0.67418,PREP+ART
0.000004,0.336551,N
0.000064,0.020612,','
0.000046,0.251923,ADV
0.000007,0.460736,PREP+ART
0.000004,0.134812,PREP
0.000107,0.001529,?
0.000018,0.221326,ART
0.000057,0.375811,PREP+ART
0.00051,0.000322,?
0.001338,0.038278,','
0.000025,0.683096,PREP+ART
0.000007,0.577351,N
0.00319,0.0386,','
0.000046,0.701388,ART
0.000004,0.734808,PIND
0.000039,0.379392,PREP+ART
0.000004,0.577699,N
0.000039,0.454801,PREP+ART
0.000011,0.925147,N
0.000004,0.747426,ADJ
0.000614,0.472241,CONJCOORD
0.000032,0.453827,PREP+ART
0.000232,0.823956,CONJSUB
0.002076,0.042918,','
0.000068,0.832454,CONJSUB
0.000004,0.92334,VLIG
0.000018,0.266148,PD
0.000007,0.830508,PR
0.00021,0.298551,RES
0.000018,0.012522,)
0.000007,0.324638,CONJSUB
0.000039,0.564795,ADJ
0.001231,0.038556,','
0.000004,0.69673,ADV
0.000011,0.494799,PREP
0.000014,0.675327,ADJ
0.000878,0.037035,','
0.000036,0.646173,CONJCOORD
0.000018,0.260239,ADV
0.000007,0.129772,PREP+PD
0.000018,0.64374,N
0.000517,0.045273,','
0.000011,0.696687,ADV
0.000025,0.148411,ADV
0.000032,0.029866,','
0.000025,0.509528,CONJCOORD
0.000046,0.828639,CONJSUB
0.000043,0.614778,PD
0.000396,0.698529,ADV
0.000007,0.9935,VLIG
0.000086,0.969855,N
0.00045,0.040772,','
0.000007,0.023141,','
0.002076,0.042918,','
0.000018,0.830204,PR
0.000007,0.528185,VTD
0.000014,0.213488,ART
0.000007,0.320006,PREP
0.000007,0.42662,PREP+PD
0.000021,0.376333,N
0.000082,0.27429,ART
0.000078,0.92075,ADJ
0.000114,0.498692,PREP
0.000004,0.703386,ART
0.000086,0.907055,PREP
0.000082,0.217581,ART
0.000011,0.559981,N
0.000018,0.642628,ADV
0.000004,0.90404,ADJ
0.000082,0.097568,:
0.000004,0.263906,VTD
0.000004,0.967631,VTI
0.000004,0.263906,VTD
0.000011,0.32157,PREP
0.000007,0.979536,ADJ
0.000004,0.491445,N
0.000007,0.296379,ADJ
0.000171,0.695566,ADV
0.000004,0.581618,VTD
0.000257,0.781967,N
0.000054,0.407737,PREP
0.000071,0.972367,N
0.001281,0.040885,','
0.000021,0.776076,PREP
0.000071,0.136246,CONJCOORD
0.000164,0.03734,','
0.000018,0.656297,ADV
0.000011,0.88355,PREP
0.000257,0.781967,N
0.000054,0.407737,PREP
